player_female_unarmed	sprint	right	14	1	96	96	48	80	48	fs_player_female_unarmed_sprint_right_00_75520baa85	fs_player_female_unarmed_sprint_right_01_0ded6b75a2	fs_player_female_unarmed_sprint_right_02_bb4b505509	fs_player_female_unarmed_sprint_right_03_acce2f7baf	fs_player_female_unarmed_sprint_right_04_3d19d13761	fs_player_female_unarmed_sprint_right_05_db7aa92654	fs_player_female_unarmed_sprint_right_06_b081cd6219	fs_player_female_unarmed_sprint_right_07_1d720ab8fd
player_female_unarmed	walk	back	10	1	96	96	48	80	48	fs_player_female_unarmed_walk_back_00_3483f5b403	fs_player_female_unarmed_walk_back_01_a2789d1632	fs_player_female_unarmed_walk_back_02_095af8a493	fs_player_female_unarmed_walk_back_03_2e2d9528c2	fs_player_female_unarmed_walk_back_04_6e9c36c7ae	fs_player_female_unarmed_walk_back_05_9b143e3754	fs_player_female_unarmed_walk_back_06_2810895100	fs_player_female_unarmed_walk_back_07_af22c4eb85
player_female_unarmed	walk	front	10	1	96	96	48	80	48	fs_player_female_unarmed_walk_front_00_1277705262	fs_player_female_unarmed_walk_front_01_b397a02e6d	fs_player_female_unarmed_walk_front_02_9d567f99fd	fs_player_female_unarmed_walk_front_03_e04c0d5cf0	fs_player_female_unarmed_walk_front_04_1c2bcb506b	fs_player_female_unarmed_walk_front_05_86eb445986	fs_player_female_unarmed_walk_front_06_9964fb5ae8	fs_player_female_unarmed_walk_front_07_ca394fa682
player_female_unarmed	walk	left	10	1	96	96	48	80	48	fs_player_female_unarmed_walk_left_00_5d7e0af6a8	fs_player_female_unarmed_walk_left_01_6091a88099	fs_player_female_unarmed_walk_left_02_4fe1a61343	fs_player_female_unarmed_walk_left_03_84a4982e58	fs_player_female_unarmed_walk_left_04_14505ac69b	fs_player_female_unarmed_walk_left_05_a95e96ddf6	fs_player_female_unarmed_walk_left_06_7132e535a7	fs_player_female_unarmed_walk_left_07_c59169b11e
player_female_unarmed	walk	right	10	1	96	96	48	80	48	fs_player_female_unarmed_walk_right_00_eb5f268c6f	fs_player_female_unarmed_walk_right_01_48b85220de	fs_player_female_unarmed_walk_right_02_0396b957cb	fs_player_female_unarmed_walk_right_03_699efd6cbc	fs_player_female_unarmed_walk_right_04_069ef1027a	fs_player_female_unarmed_walk_right_05_76131f5007	fs_player_female_unarmed_walk_right_06_f99bb0c0bd	fs_player_female_unarmed_walk_right_07_56380c9b33
player_male_club	attack	back	20	0	128	128	64	96	48	fs_player_male_club_attack_back_00_3a015cde53	fs_player_male_club_attack_back_01_96caca0d91	fs_player_male_club_attack_back_02_5543237180	fs_player_male_club_attack_back_03_a20898e7e1	fs_player_male_club_attack_back_04_6541784f42	fs_player_male_club_attack_back_05_a8a2bb6e02	fs_player_male_club_attack_back_06_2fdce6cccc	fs_player_male_club_attack_back_07_e570ebd8c2	fs_player_male_club_attack_back_08_7dc8095098	fs_player_male_club_attack_back_09_76361c819e	fs_player_male_club_attack_back_10_fde3491377	fs_player_male_club_attack_back_11_c680e2684c	fs_player_male_club_attack_back_12_ffa36a47d3	fs_player_male_club_attack_back_13_1ea6ad1746	fs_player_male_club_attack_back_14_c72f83ce93	fs_player_male_club_attack_back_15_3a015cde53
player_male_club	attack	front	20	0	128	128	64	96	48	fs_player_male_club_attack_front_00_873df87574	fs_player_male_club_attack_front_01_66c7dad360	fs_player_male_club_attack_front_02_f9658f28cb	fs_player_male_club_attack_front_03_7fa79c45e4	fs_player_male_club_attack_front_04_bb59b51187	fs_player_male_club_attack_front_05_e5970538e1	fs_player_male_club_attack_front_06_cd83f5748e	fs_player_male_club_attack_front_07_95714764ff	fs_player_male_club_attack_front_08_67c52cc9f5	fs_player_male_club_attack_front_09_d48e5b0e04	fs_player_male_club_attack_front_10_13f9c5a020	fs_player_male_club_attack_front_11_58d1cee4c8	fs_player_male_club_attack_front_12_30283aca2b	fs_player_male_club_attack_front_13_aa2b6c8ecf	fs_player_male_club_attack_front_14_275e0b20f6	fs_player_male_club_attack_front_15_873df87574
player_male_club	attack	left	20	0	128	128	64	96	48	fs_player_male_club_attack_left_00_69e435c97a	fs_player_male_club_attack_left_01_93a89a9ebf	fs_player_male_club_attack_left_02_a912c9a646	fs_player_male_club_attack_left_03_42e2b26e0c	fs_player_male_club_attack_left_04_427176ec6a	fs_player_male_club_attack_left_05_953f0c7ad4	fs_player_male_club_attack_left_06_56e6d3d8a2	fs_player_male_club_attack_left_07_be5b0cb2e5	fs_player_male_club_attack_left_08_1443d2d7bd	fs_player_male_club_attack_left_09_ad18cdf0b1	fs_player_male_club_attack_left_10_c1166e4977	fs_player_male_club_attack_left_11_8f98bbe840	fs_player_male_club_attack_left_12_1e51c96fa6	fs_player_male_club_attack_left_13_4dc86204d5	fs_player_male_club_attack_left_14_3c40802413	fs_player_male_club_attack_left_15_69e435c97a
player_male_club	attack	right	20	0	128	128	64	96	48	fs_player_male_club_attack_right_00_df836562eb	fs_player_male_club_attack_right_01_7cdab39849	fs_player_male_club_attack_right_02_dc9da6d018	fs_player_male_club_attack_right_03_8ae65bfaef	fs_player_male_club_attack_right_04_9ecabdb59d	fs_player_male_club_attack_right_05_b469a325de	fs_player_male_club_attack_right_06_bdfdc63c00	fs_player_male_club_attack_right_07_688d1ceba5	fs_player_male_club_attack_right_08_f1dca7f15d	fs_player_male_club_attack_right_09_90303e73f8	fs_player_male_club_attack_right_10_3d95b76c31	fs_player_male_club_attack_right_11_d106a48c73	fs_player_male_club_attack_right_12_0d0f72ae4f	fs_player_male_club_attack_right_13_1328e479c9	fs_player_male_club_attack_right_14_adb00e95ec	fs_player_male_club_attack_right_15_df836562eb
player_male_club	death	back	10	0	128	128	64	96	48	fs_player_male_club_death_back_00_b2e2e5e418	fs_player_male_club_death_back_01_10601d83f3	fs_player_male_club_death_back_02_e032a1375d	fs_player_male_club_death_back_03_93f8360f8f	fs_player_male_club_death_back_04_0d0f7776f5	fs_player_male_club_death_back_05_c84ade7fe0	fs_player_male_club_death_back_06_ec239e4d37	fs_player_male_club_death_back_07_c4ed6f326d
player_male_club	death	front	10	0	128	128	64	96	48	fs_player_male_club_death_front_00_a8e26a9850	fs_player_male_club_death_front_01_e94fa67645	fs_player_male_club_death_front_02_59bd33f7be	fs_player_male_club_death_front_03_c3f0dfd267	fs_player_male_club_death_front_04_1343e9f84c	fs_player_male_club_death_front_05_990857be67	fs_player_male_club_death_front_06_ea5aedfb46	fs_player_male_club_death_front_07_1d0bc99ef5
player_male_club	death	left	10	0	128	128	64	96	48	fs_player_male_club_death_left_00_efef79a989	fs_player_male_club_death_left_01_ef401bab63	fs_player_male_club_death_left_02_f09a9c48bb	fs_player_male_club_death_left_03_39f5eede0c	fs_player_male_club_death_left_04_dc23a8dcb3	fs_player_male_club_death_left_05_8294a46bd6	fs_player_male_club_death_left_06_3e18798fe0	fs_player_male_club_death_left_07_05a23366df
player_male_club	death	right	10	0	128	128	64	96	48	fs_player_male_club_death_right_00_10912eedee	fs_player_male_club_death_right_01_88355708ab	fs_player_male_club_death_right_02_c1eaf855f0	fs_player_male_club_death_right_03_4866dece8c	fs_player_male_club_death_right_04_ccc67bfcac	fs_player_male_club_death_right_05_7cb315e96f	fs_player_male_club_death_right_06_c98d0e7e42	fs_player_male_club_death_right_07_256f970736
player_male_club	hit	back	12	0	96	96	48	80	48	fs_player_male_club_hit_back_00_bdd4dddc50	fs_player_male_club_hit_back_01_e79c72ee55	fs_player_male_club_hit_back_02_c33c074d6e	fs_player_male_club_hit_back_03_0a6936d1bb	fs_player_male_club_hit_back_04_b37f3913de	fs_player_male_club_hit_back_05_319b0d62a4	fs_player_male_club_hit_back_06_ab9c59f2f9	fs_player_male_club_hit_back_07_5116ba5c83
player_male_club	hit	front	12	0	96	96	48	80	48	fs_player_male_club_hit_front_00_f8c5abe7d9	fs_player_male_club_hit_front_01_347b0c3a73	fs_player_male_club_hit_front_02_78f0e1166d	fs_player_male_club_hit_front_03_57872fd6a7	fs_player_male_club_hit_front_04_59b5c2dace	fs_player_male_club_hit_front_05_50497bd55b	fs_player_male_club_hit_front_06_efeab93520	fs_player_male_club_hit_front_07_595f54660a
player_male_club	hit	left	12	0	96	96	48	80	48	fs_player_male_club_hit_left_00_1f192efebf	fs_player_male_club_hit_left_01_7c53a38902	fs_player_male_club_hit_left_02_f0186e9c8c	fs_player_male_club_hit_left_03_4680357111	fs_player_male_club_hit_left_04_a8793ec27c	fs_player_male_club_hit_left_05_1ec9627d3e	fs_player_male_club_hit_left_06_bc3046f335	fs_player_male_club_hit_left_07_46b280dfd3
player_male_club	hit	right	12	0	96	96	48	80	48	fs_player_male_club_hit_right_00_0864955fc3	fs_player_male_club_hit_right_01_2b93a67753	fs_player_male_club_hit_right_02_8ef6994427	fs_player_male_club_hit_right_03_60e75d86d4	fs_player_male_club_hit_right_04_2881d6b976	fs_player_male_club_hit_right_05_63a70989c3	fs_player_male_club_hit_right_06_8659ac52dd	fs_player_male_club_hit_right_07_5cb7e14dd9
player_male_club	idle	back	6	1	96	96	48	80	48	fs_player_male_club_idle_back_00_62f7787b30	fs_player_male_club_idle_back_01_8b2d55210e	fs_player_male_club_idle_back_02_62f7787b30	fs_player_male_club_idle_back_03_d068126290
player_male_club	idle	front	6	1	96	96	48	80	48	fs_player_male_club_idle_front_00_2aa88be8bb	fs_player_male_club_idle_front_01_94067defda	fs_player_male_club_idle_front_02_2aa88be8bb	fs_player_male_club_idle_front_03_1a14685566
player_male_club	idle	left	6	1	96	96	48	80	48	fs_player_male_club_idle_left_00_d2199171dd	fs_player_male_club_idle_left_01_cad7975589	fs_player_male_club_idle_left_02_d2199171dd	fs_player_male_club_idle_left_03_c95ab8bca7
player_male_club	idle	right	6	1	96	96	48	80	48	fs_player_male_club_idle_right_00_c6e74f6e7f	fs_player_male_club_idle_right_01_595f0c5d24	fs_player_male_club_idle_right_02_c6e74f6e7f	fs_player_male_club_idle_right_03_11cb1fa778
player_male_club	sprint	back	14	1	96	96	48	80	48	fs_player_male_club_sprint_back_00_fc53af36b5	fs_player_male_club_sprint_back_01_7a6778455a	fs_player_male_club_sprint_back_02_7276faa95b	fs_player_male_club_sprint_back_03_d882b4ad92	fs_player_male_club_sprint_back_04_12086df2b9	fs_player_male_club_sprint_back_05_17b70090b8	fs_player_male_club_sprint_back_06_d06f8a4211	fs_player_male_club_sprint_back_07_b04f8b605b
player_male_club	sprint	front	14	1	96	96	48	80	48	fs_player_male_club_sprint_front_00_1b0397f9a7	fs_player_male_club_sprint_front_01_7e3e5ac34f	fs_player_male_club_sprint_front_02_d00ca05db9	fs_player_male_club_sprint_front_03_f1994a256b	fs_player_male_club_sprint_front_04_2b0f329c55	fs_player_male_club_sprint_front_05_280f2d954d	fs_player_male_club_sprint_front_06_8416a89bd9	fs_player_male_club_sprint_front_07_a35b4a2ecf
player_male_club	sprint	left	14	1	96	96	48	80	48	fs_player_male_club_sprint_left_00_3675dd524c	fs_player_male_club_sprint_left_01_f0a4770c70	fs_player_male_club_sprint_left_02_6896785dea	fs_player_male_club_sprint_left_03_9eaac34ffd	fs_player_male_club_sprint_left_04_37b07146cd	fs_player_male_club_sprint_left_05_24017f46ec	fs_player_male_club_sprint_left_06_d9a9a610cd	fs_player_male_club_sprint_left_07_c50ef1fcaf
player_male_club	sprint	right	14	1	96	96	48	80	48	fs_player_male_club_sprint_right_00_28e0ebbb19	fs_player_male_club_sprint_right_01_386a668509	fs_player_male_club_sprint_right_02_29252f2e2a	fs_player_male_club_sprint_right_03_98c3e67317	fs_player_male_club_sprint_right_04_1df9f122d7	fs_player_male_club_sprint_right_05_f3f5e4ddb7	fs_player_male_club_sprint_right_06_0024b285a2	fs_player_male_club_sprint_right_07_218a8f429d
player_male_club	walk	back	10	1	96	96	48	80	48	fs_player_male_club_walk_back_00_d532e957f7	fs_player_male_club_walk_back_01_032bfa8f6a	fs_player_male_club_walk_back_02_5dbf724c4c	fs_player_male_club_walk_back_03_7053948771	fs_player_male_club_walk_back_04_3d6d06843c	fs_player_male_club_walk_back_05_6ca101cafb	fs_player_male_club_walk_back_06_9980a70ae2	fs_player_male_club_walk_back_07_7cd8943cfd
player_male_club	walk	front	10	1	96	96	48	80	48	fs_player_male_club_walk_front_00_0e5c682539	fs_player_male_club_walk_front_01_90a3e98f76	fs_player_male_club_walk_front_02_003a9645c0	fs_player_male_club_walk_front_03_4c9a07bb0a	fs_player_male_club_walk_front_04_05cb49f201	fs_player_male_club_walk_front_05_87a082e8dc	fs_player_male_club_walk_front_06_5579923574	fs_player_male_club_walk_front_07_c8edc36dfc
player_male_club	walk	left	10	1	96	96	48	80	48	fs_player_male_club_walk_left_00_434d37c43a	fs_player_male_club_walk_left_01_ac68c144ec	fs_player_male_club_walk_left_02_41a87bc90a	fs_player_male_club_walk_left_03_25c9d8a57d	fs_player_male_club_walk_left_04_5e21ba8c45	fs_player_male_club_walk_left_05_387c1276d0	fs_player_male_club_walk_left_06_78400c37ea	fs_player_male_club_walk_left_07_f67387044d
player_male_club	walk	right	10	1	96	96	48	80	48	fs_player_male_club_walk_right_00_705b26fc87	fs_player_male_club_walk_right_01_a5610134e2	fs_player_male_club_walk_right_02_11c3e91169	fs_player_male_club_walk_right_03_6c3d5ce1b0	fs_player_male_club_walk_right_04_eb119fee5b	fs_player_male_club_walk_right_05_ef3b2d53b1	fs_player_male_club_walk_right_06_d7378c5567	fs_player_male_club_walk_right_07_3d8f978277
player_male_unarmed	attack	back	20	0	128	128	64	96	48	fs_player_male_unarmed_attack_back_00_eb6b3f8274	fs_player_male_unarmed_attack_back_01_37b59d9d3e	fs_player_male_unarmed_attack_back_02_1515de647c	fs_player_male_unarmed_attack_back_03_fe1640e719	fs_player_male_unarmed_attack_back_04_a776e07ff7	fs_player_male_unarmed_attack_back_05_c88121ced8	fs_player_male_unarmed_attack_back_06_49173b7c03	fs_player_male_unarmed_attack_back_07_e91b86aa79	fs_player_male_unarmed_attack_back_08_dfbf7662a7	fs_player_male_unarmed_attack_back_09_8848d5d390	fs_player_male_unarmed_attack_back_10_12a8c40d04	fs_player_male_unarmed_attack_back_11_a776e07ff7	fs_player_male_unarmed_attack_back_12_fe1640e719	fs_player_male_unarmed_attack_back_13_1515de647c	fs_player_male_unarmed_attack_back_14_37b59d9d3e	fs_player_male_unarmed_attack_back_15_eb6b3f8274
player_male_unarmed	attack	front	20	0	128	128	64	96	48	fs_player_male_unarmed_attack_front_00_0964b469e1	fs_player_male_unarmed_attack_front_01_a1f3d60c1c	fs_player_male_unarmed_attack_front_02_604710683b	fs_player_male_unarmed_attack_front_03_b7edf7f1d8	fs_player_male_unarmed_attack_front_04_9c28df02b4	fs_player_male_unarmed_attack_front_05_70740b9495	fs_player_male_unarmed_attack_front_06_068c928cf7	fs_player_male_unarmed_attack_front_07_ca0a7459c0	fs_player_male_unarmed_attack_front_08_1aa9762ec0	fs_player_male_unarmed_attack_front_09_e3871ab6b7	fs_player_male_unarmed_attack_front_10_8c2cfdaba9	fs_player_male_unarmed_attack_front_11_9c28df02b4	fs_player_male_unarmed_attack_front_12_b7edf7f1d8	fs_player_male_unarmed_attack_front_13_604710683b	fs_player_male_unarmed_attack_front_14_a1f3d60c1c	fs_player_male_unarmed_attack_front_15_0964b469e1
player_male_unarmed	attack	left	20	0	128	128	64	96	48	fs_player_male_unarmed_attack_left_00_6d727697b5	fs_player_male_unarmed_attack_left_01_b223b84fb2	fs_player_male_unarmed_attack_left_02_6cbaccf52e	fs_player_male_unarmed_attack_left_03_d840edee82	fs_player_male_unarmed_attack_left_04_e4c603737d	fs_player_male_unarmed_attack_left_05_4a81024551	fs_player_male_unarmed_attack_left_06_dec5d6ea88	fs_player_male_unarmed_attack_left_07_52388f1bfb	fs_player_male_unarmed_attack_left_08_f4165901e7	fs_player_male_unarmed_attack_left_09_db40f4ad2b	fs_player_male_unarmed_attack_left_10_7f909c795c	fs_player_male_unarmed_attack_left_11_e4c603737d	fs_player_male_unarmed_attack_left_12_d840edee82	fs_player_male_unarmed_attack_left_13_6cbaccf52e	fs_player_male_unarmed_attack_left_14_b223b84fb2	fs_player_male_unarmed_attack_left_15_6d727697b5
player_male_unarmed	attack	right	20	0	128	128	64	96	48	fs_player_male_unarmed_attack_right_00_c4916d9f31	fs_player_male_unarmed_attack_right_01_d32264201c	fs_player_male_unarmed_attack_right_02_43ed5396c2	fs_player_male_unarmed_attack_right_03_c1d98d3158	fs_player_male_unarmed_attack_right_04_de830e47bd	fs_player_male_unarmed_attack_right_05_2601e43b42	fs_player_male_unarmed_attack_right_06_4a32c36707	fs_player_male_unarmed_attack_right_07_90dc699430	fs_player_male_unarmed_attack_right_08_495fd3f8e6	fs_player_male_unarmed_attack_right_09_4e866f5a9d	fs_player_male_unarmed_attack_right_10_50ff6dc9dd	fs_player_male_unarmed_attack_right_11_de830e47bd	fs_player_male_unarmed_attack_right_12_c1d98d3158	fs_player_male_unarmed_attack_right_13_43ed5396c2	fs_player_male_unarmed_attack_right_14_d32264201c	fs_player_male_unarmed_attack_right_15_c4916d9f31
player_male_unarmed	death	back	10	0	128	128	64	96	48	fs_player_male_unarmed_death_back_00_d8832c838b	fs_player_male_unarmed_death_back_01_aed1d75b07	fs_player_male_unarmed_death_back_02_be869927d5	fs_player_male_unarmed_death_back_03_cfcfe95d3d	fs_player_male_unarmed_death_back_04_9cc48b7b28	fs_player_male_unarmed_death_back_05_fcd94e0ead	fs_player_male_unarmed_death_back_06_36ff82075a	fs_player_male_unarmed_death_back_07_be60111ff1
player_male_unarmed	death	front	10	0	128	128	64	96	48	fs_player_male_unarmed_death_front_00_73156a1c26	fs_player_male_unarmed_death_front_01_47f08fa386	fs_player_male_unarmed_death_front_02_aaae838117	fs_player_male_unarmed_death_front_03_6e497b3ca2	fs_player_male_unarmed_death_front_04_b91aee55ae	fs_player_male_unarmed_death_front_05_32947395b3	fs_player_male_unarmed_death_front_06_762d03dfee	fs_player_male_unarmed_death_front_07_11f3efe13d
player_male_unarmed	death	left	10	0	128	128	64	96	48	fs_player_male_unarmed_death_left_00_96a882878e	fs_player_male_unarmed_death_left_01_7394bcb1c7	fs_player_male_unarmed_death_left_02_52c772e3f4	fs_player_male_unarmed_death_left_03_47b971c03a	fs_player_male_unarmed_death_left_04_69c2a20f87	fs_player_male_unarmed_death_left_05_772a582a1a	fs_player_male_unarmed_death_left_06_e1441b63fb	fs_player_male_unarmed_death_left_07_654d05ade8
player_male_unarmed	death	right	10	0	128	128	64	96	48	fs_player_male_unarmed_death_right_00_76c97e6eb9	fs_player_male_unarmed_death_right_01_0b500d630a	fs_player_male_unarmed_death_right_02_892a55fbaf	fs_player_male_unarmed_death_right_03_ba4689280a	fs_player_male_unarmed_death_right_04_42c495fc73	fs_player_male_unarmed_death_right_05_8a965e1d4b	fs_player_male_unarmed_death_right_06_f8594974d8	fs_player_male_unarmed_death_right_07_18fe2930bc
player_male_unarmed	hit	back	12	0	96	96	48	80	48	fs_player_male_unarmed_hit_back_00_442852fa0c	fs_player_male_unarmed_hit_back_01_f7ead0175b	fs_player_male_unarmed_hit_back_02_a2d1a9d180	fs_player_male_unarmed_hit_back_03_fb5a67c9ab	fs_player_male_unarmed_hit_back_04_fa531abd6c	fs_player_male_unarmed_hit_back_05_a385e5aa92	fs_player_male_unarmed_hit_back_06_060ffb23d8	fs_player_male_unarmed_hit_back_07_ff41bae435
player_male_unarmed	hit	front	12	0	96	96	48	80	48	fs_player_male_unarmed_hit_front_00_1bf2b345f9	fs_player_male_unarmed_hit_front_01_55909c1473	fs_player_male_unarmed_hit_front_02_6eff38d5ab	fs_player_male_unarmed_hit_front_03_d24afaf4a4	fs_player_male_unarmed_hit_front_04_586d31e875	fs_player_male_unarmed_hit_front_05_91aaf09611	fs_player_male_unarmed_hit_front_06_a73b9eb7e2	fs_player_male_unarmed_hit_front_07_6768e5ac0e
player_male_unarmed	hit	left	12	0	96	96	48	80	48	fs_player_male_unarmed_hit_left_00_17a63027cb	fs_player_male_unarmed_hit_left_01_abcb8842ee	fs_player_male_unarmed_hit_left_02_c633365b25	fs_player_male_unarmed_hit_left_03_db2e532849	fs_player_male_unarmed_hit_left_04_ff1d8d9217	fs_player_male_unarmed_hit_left_05_7dad71bdf4	fs_player_male_unarmed_hit_left_06_4267abae5e	fs_player_male_unarmed_hit_left_07_8d217ff0f8
player_male_unarmed	hit	right	12	0	96	96	48	80	48	fs_player_male_unarmed_hit_right_00_5d7891c0e4	fs_player_male_unarmed_hit_right_01_abca7f5283	fs_player_male_unarmed_hit_right_02_2127c0f8b3	fs_player_male_unarmed_hit_right_03_1725fd71ed	fs_player_male_unarmed_hit_right_04_b55754743a	fs_player_male_unarmed_hit_right_05_bb9f0ad3e4	fs_player_male_unarmed_hit_right_06_80328125df	fs_player_male_unarmed_hit_right_07_3aa8128e3d
player_male_unarmed	idle	back	6	1	96	96	48	80	48	fs_player_male_unarmed_idle_back_00_8859586a6e	fs_player_male_unarmed_idle_back_01_022d7602ba	fs_player_male_unarmed_idle_back_02_8859586a6e	fs_player_male_unarmed_idle_back_03_a89136701f
player_male_unarmed	idle	front	6	1	96	96	48	80	48	fs_player_male_unarmed_idle_front_00_65ee382657	fs_player_male_unarmed_idle_front_01_93fb7397ec	fs_player_male_unarmed_idle_front_02_65ee382657	fs_player_male_unarmed_idle_front_03_f694288256
player_male_unarmed	idle	left	6	1	96	96	48	80	48	fs_player_male_unarmed_idle_left_00_99bc604391	fs_player_male_unarmed_idle_left_01_a888e2c5b0	fs_player_male_unarmed_idle_left_02_99bc604391	fs_player_male_unarmed_idle_left_03_866a1ff0a7
player_male_unarmed	idle	right	6	1	96	96	48	80	48	fs_player_male_unarmed_idle_right_00_cd5fdfa5d5	fs_player_male_unarmed_idle_right_01_fad464041c	fs_player_male_unarmed_idle_right_02_cd5fdfa5d5	fs_player_male_unarmed_idle_right_03_6e9e3d2dc0
player_male_unarmed	sprint	back	14	1	96	96	48	80	48	fs_player_male_unarmed_sprint_back_00_184bbe1972	fs_player_male_unarmed_sprint_back_01_1d643be4d6	fs_player_male_unarmed_sprint_back_02_20d5d3cbd7	fs_player_male_unarmed_sprint_back_03_fddcd32773	fs_player_male_unarmed_sprint_back_04_25381cf722	fs_player_male_unarmed_sprint_back_05_4dfb366ed3	fs_player_male_unarmed_sprint_back_06_b074695e72	fs_player_male_unarmed_sprint_back_07_ef34263eb2
player_male_unarmed	sprint	front	14	1	96	96	48	80	48	fs_player_male_unarmed_sprint_front_00_f0517cae19	fs_player_male_unarmed_sprint_front_01_3ce4633b06	fs_player_male_unarmed_sprint_front_02_6ddf890412	fs_player_male_unarmed_sprint_front_03_71414f4242	fs_player_male_unarmed_sprint_front_04_ff16085f9a	fs_player_male_unarmed_sprint_front_05_a6b16563a0	fs_player_male_unarmed_sprint_front_06_6f1a825096	fs_player_male_unarmed_sprint_front_07_61e2562dab
player_male_unarmed	sprint	left	14	1	96	96	48	80	48	fs_player_male_unarmed_sprint_left_00_678e2635e0	fs_player_male_unarmed_sprint_left_01_1d0fccd8ef	fs_player_male_unarmed_sprint_left_02_99366ff697	fs_player_male_unarmed_sprint_left_03_5c17eb24f7	fs_player_male_unarmed_sprint_left_04_645fa5d88a	fs_player_male_unarmed_sprint_left_05_366f92f4b5	fs_player_male_unarmed_sprint_left_06_ce7ea11fa8	fs_player_male_unarmed_sprint_left_07_880a28a96c
player_male_unarmed	sprint	right	14	1	96	96	48	80	48	fs_player_male_unarmed_sprint_right_00_af84d171db	fs_player_male_unarmed_sprint_right_01_50ceb2ab5d	fs_player_male_unarmed_sprint_right_02_c6fdfa4306	fs_player_male_unarmed_sprint_right_03_ec283f6cd4	fs_player_male_unarmed_sprint_right_04_9f9bbd976f	fs_player_male_unarmed_sprint_right_05_b5384c5046	fs_player_male_unarmed_sprint_right_06_0e21f124e7	fs_player_male_unarmed_sprint_right_07_11606bdf06
player_male_unarmed	walk	back	10	1	96	96	48	80	48	fs_player_male_unarmed_walk_back_00_ed8602d260	fs_player_male_unarmed_walk_back_01_dc1e71d846	fs_player_male_unarmed_walk_back_02_ad25632b03	fs_player_male_unarmed_walk_back_03_cf443219a2	fs_player_male_unarmed_walk_back_04_0a9782834b	fs_player_male_unarmed_walk_back_05_08ff32a382	fs_player_male_unarmed_walk_back_06_69701175b8	fs_player_male_unarmed_walk_back_07_0b2a550801
player_male_unarmed	walk	front	10	1	96	96	48	80	48	fs_player_male_unarmed_walk_front_00_5aed17d001	fs_player_male_unarmed_walk_front_01_66538f9c3f	fs_player_male_unarmed_walk_front_02_2e164c1320	fs_player_male_unarmed_walk_front_03_645257bace	fs_player_male_unarmed_walk_front_04_b9f1b05f25	fs_player_male_unarmed_walk_front_05_bc917dde73	fs_player_male_unarmed_walk_front_06_154075eb76	fs_player_male_unarmed_walk_front_07_4e480ef71e
player_male_unarmed	walk	left	10	1	96	96	48	80	48	fs_player_male_unarmed_walk_left_00_74a971db65	fs_player_male_unarmed_walk_left_01_5340d49f2d	fs_player_male_unarmed_walk_left_02_2b506e97ee	fs_player_male_unarmed_walk_left_03_8a02bdfe14	fs_player_male_unarmed_walk_left_04_e7cc4a4775	fs_player_male_unarmed_walk_left_05_0ff633a769	fs_player_male_unarmed_walk_left_06_ac22e5bd4d	fs_player_male_unarmed_walk_left_07_1057c4413c
player_male_unarmed	walk	right	10	1	96	96	48	80	48	fs_player_male_unarmed_walk_right_00_6b1fa868a1	fs_player_male_unarmed_walk_right_01_ea57545b58	fs_player_male_unarmed_walk_right_02_77d8bc7187	fs_player_male_unarmed_walk_right_03_991ba6059d	fs_player_male_unarmed_walk_right_04_eb575fde0d	fs_player_male_unarmed_walk_right_05_f924a846f0	fs_player_male_unarmed_walk_right_06_04db37bb62	fs_player_male_unarmed_walk_right_07_9da78345ac
scout	idle	back	1	1	96	96	48	80	48	fs_scout_idle_back_00_c3ccd51701
scout	idle	front	1	1	96	96	48	80	48	fs_scout_idle_front_00_56cb259e5b
scout	idle	left	1	1	96	96	48	80	48	fs_scout_idle_left_00_6bdea82347
scout	idle	right	1	1	96	96	48	80	48	fs_scout_idle_right_00_cdf41e5893
scribe	idle	back	1	1	96	96	48	80	48	fs_scribe_idle_back_00_a1ae317c52
scribe	idle	front	1	1	96	96	48	80	48	fs_scribe_idle_front_00_d1b9cacb02
scribe	idle	left	1	1	96	96	48	80	48	fs_scribe_idle_left_00_af3f31bd05
scribe	idle	right	1	1	96	96	48	80	48	fs_scribe_idle_right_00_a49d30dc97
square-well	idle	front	1	0	256	256	128	200	48	fs_square-well_idle_front_00_5cd15ac1aa
starter_flax_tunic_female	icon	front	1	0	48	96	24	48	48	fs_starter_flax_tunic_female_icon_front_00_43ed70518a
starter_flax_tunic_male	icon	front	1	0	48	96	24	48	48	fs_starter_flax_tunic_male_icon_front_00_b9b4a7922e
starter_woven_footwear	icon	front	1	0	48	48	24	24	48	fs_starter_woven_footwear_icon_front_00_2020e706b6
tree	idle	front	1	0	256	256	128	232	48	fs_tree_idle_front_00_6e11f4a007
well-alpha	hit	back	8	0	128	96	64	64	48	fs_well-alpha_hit_back_00_932a01ed27	fs_well-alpha_hit_back_01_8983b11fd5	fs_well-alpha_hit_back_02_28e2d1d973	fs_well-alpha_hit_back_03_b22425e7a6
well-alpha	hit	front	8	0	128	96	64	64	48	fs_well-alpha_hit_front_00_4811423600	fs_well-alpha_hit_front_01_460c4d07dd	fs_well-alpha_hit_front_02_7b3a8e195e	fs_well-alpha_hit_front_03_8c9d32375e
well-alpha	hit	left	8	0	128	96	64	64	48	fs_well-alpha_hit_left_00_09e2af4b6d	fs_well-alpha_hit_left_01_67b21d2bf6	fs_well-alpha_hit_left_02_daaa4c4da5	fs_well-alpha_hit_left_03_d9b51a6450
